date,total_pnl,avg_pnl,trade_count,total_volume,avg_trade_size,profitable_trades,buy_count,sell_count,sentiment_value,win_rate,buy_sell_ratio
2025-04-07,34527.370305,12.269854408315563,2814,14460253.14,5138.682707889126,673,1415,1399,23.0,0.23916133617626156,1.0107142857142857
2025-04-08,34899.394798,37.00890222481442,943,8869391.4,9405.505196182397,386,430,513,24.0,0.4093319194061506,0.8365758754863813
2025-04-09,43120.444797,10.86978694151752,3967,28556806.47,7198.589984875221,1708,1764,2203,18.0,0.43055205444920597,0.8003629764065335
2025-04-10,158261.822261,74.40612236060178,2127,28741953.29,13512.90704748472,1125,1137,990,39.0,0.5289139633286318,1.1473259334006054
2025-04-11,126406.479081,115.33437872354014,1096,11319327.07,10327.853166058394,368,312,784,25.0,0.3357664233576642,0.3974522292993631
2025-04-12,410419.694533,194.60393292223802,2109,55914617.49,26512.383826458037,574,800,1309,43.0,0.2721669037458511,0.6106870229007634
2025-04-13,48696.021521,36.86299888039364,1321,14171154.79,10727.596358819075,478,739,582,45.0,0.3618470855412566,1.267581475128645
2025-04-14,45680.443063,51.32634052022472,890,13079972.98,14696.598853932584,376,517,373,31.0,0.42247191011235957,1.3823529411764706
2025-04-15,72357.706282,63.976751796640144,1131,20752168.24,18348.51303271441,647,344,787,38.0,0.5720601237842617,0.4365482233502538
2025-04-16,58631.730257,36.46251881654229,1608,36502715.9,22700.69396766169,547,835,773,29.0,0.3401741293532338,1.078811369509044
2025-04-17,5427.919886,5.264713759456837,1031,2604551.51,2526.238128031038,313,341,690,30.0,0.30358874878758485,0.4934876989869754
2025-04-18,4880.4047439999995,2.576771248152059,1894,24610650.46,12994.007634635693,971,755,1139,33.0,0.5126715945089757,0.6622807017543859
2025-04-19,71950.577495,25.82576363783202,2786,32706462.71,11739.577426417804,814,999,1787,32.0,0.2921751615218952,0.5587248322147651
2025-04-20,25060.341936,12.643966668012109,1982,12126094.05,6118.110015136226,790,1079,903,37.0,0.3985872855701312,1.1935840707964602
2025-04-21,34369.267906999994,20.005394590803256,1718,42104054.84,24507.598859138536,677,604,1114,39.0,0.3940628637951106,0.5417040358744395
2025-04-22,58652.763578,19.563963835223483,2998,33753625.24,11258.714222815212,888,1420,1578,47.0,0.2961974649766511,0.8993033565547816
2025-04-23,-419020.225731,-68.03380836678032,6159,30682443.79,4981.72492125345,2000,4218,1941,72.0,0.324728040266277,2.171987641606591
2025-04-24,50704.395965,22.717023281810036,2232,35088918.64,15720.841684587815,923,1223,1009,63.0,0.4135304659498208,1.2108910891089109
2025-04-25,20218.859206,12.231614764670297,1653,27749455.78,16787.32957047792,638,681,972,60.0,0.38596491228070173,0.6998972250770812
2025-04-26,-4125.753942,-3.6478814694960215,1131,11948127.77,10564.215534924844,195,604,527,65.0,0.1724137931034483,1.143939393939394
2025-04-27,2702.067468,8.018004356083086,337,487537.69,1446.6993768545994,120,209,128,61.0,0.3560830860534125,1.62015503875969
2025-04-28,36906.813759,26.763461754169686,1379,26124921.49,18944.83066715011,575,652,727,54.0,0.4169688179840464,0.8956043956043956
2025-04-29,125749.613427,56.06313572313866,2243,34089511.66,15198.177289344627,969,1105,1138,60.0,0.43201069995541685,0.9701492537313433
2025-04-30,14003.797269,12.582028094339623,1113,12693878.85,11405.10229110512,295,838,275,56.0,0.26504941599281223,3.036231884057971
2025-05-01,54536.829297000004,44.338885607317074,1230,10720240.52,8715.642699186992,530,686,544,53.0,0.43089430894308944,1.2587155963302752
